ASBID,CATEGORY,PROPERTY,OBJECT,DATATYPE
4B0W1X8R,,SCHAD_ID,88.0,
4B0W1X8R,,BSP_ID,241-99,
4B0W1X8R,,BAUTLGRUP,390022250000000,
4B0W1X8R,,DETAILKONT,0,
QM0GD8XC,,ID_NR,B115    0,
QM0GD8XC,,BAUTEIL,130011912200000,
QM0GD8XC,,KONTEIL,0,
QM0GD8XC,,ZWGRUPPE,130031100000000,
QM0GD8XC,,SCHADEN,130047110000000,
QM0GD8XC,,MENGE_ALL,130053200000000,
QM0GD8XC,,MENGE_DI,130066200000000,
QM0GD8XC,,MENGE_DI_M,     2,
QM0GD8XC,,UEBERBAU,130071000000000,
QM0GD8XC,,FELD,130083200000000,
QM0GD8XC,,LAENGS,0,
QM0GD8XC,,QUER,130101300000000,
QM0GD8XC,,HOCH,130113400000000,
QM0GD8XC,,BEWERT_D,1,
QM0GD8XC,,BEWERT_V,0,
QM0GD8XC,,BEWERT_S,0,
QM0GD8XC,,S_VERAEND,0,
QM0GD8XC,,BEMERK1,0,text
QM0GD8XC,,BEMERK2,0,text
QM0GD8XC,,BEMERK3,0,text
QM0GD8XC,,BEMERK4,0,text
QM0GD8XC,,BEMERK5,0,text
QM0GD8XC,,BEMERK6,0,text
QM0GD8XC,,BWNR,B115,
QM0GD8XC,,TEIL_BWNR,0,
QM0GD8XC,,IBWNR,B115,
QM0GD8XC,,IDENT,QM0GD8XC,
QM0GD8XC,,AMT,533,text
QM0GD8XC,,PRUFJAHR,2016,year
QM0GD8XC,,PRA,E,
QM0GD8XC,,TEXT, ,text
QM0GD8XC,,BILD,\ABPLATZUNGEN MIT FREILIEGENDER BEWEHRUNG -3- 2013.JPG,
QM0GD8XC,,KONT_JN,2,
QM0GD8XC,,NOT_KONST,0,
QM0GD8XC,,KONVERT,0,
QM0GD8XC,,SCHAD_ID,54.0,
QM0GD8XC,,BSP_ID,021-08,
QM0GD8XC,,BAUTLGRUP,390021200000000,
QM0GD8XC,,DETAILKONT,0,
QM0GDR9C,,ID_NR,B115    0,
QM0GDR9C,,BAUTEIL,130011913000000,
QM0GDR9C,,KONTEIL,0,
QM0GDR9C,,ZWGRUPPE,130031100000000,
QM0GDR9C,,SCHADEN,130045300000000,
QM0GDR9C,,MENGE_ALL,130053500000000,
QM0GDR9C,,MENGE_DI,0,
QM0GDR9C,,UEBERBAU,130071000000000,
QM0GDR9C,,FELD,130083200000000,
QM0GDR9C,,LAENGS,0,
QM0GDR9C,,QUER,130101600000000,
QM0GDR9C,,HOCH,0,
QM0GDR9C,,BEWERT_D,1,
QM0GDR9C,,BEWERT_V,0,
QM0GDR9C,,BEWERT_S,0,
QM0GDR9C,,S_VERAEND,0,
QM0GDR9C,,BEMERK1,0,text
QM0GDR9C,,BEMERK2,0,text
QM0GDR9C,,BEMERK3,0,text
QM0GDR9C,,BEMERK4,0,text
QM0GDR9C,,BEMERK5,0,text
QM0GDR9C,,BEMERK6,0,text
QM0GDR9C,,BWNR,B115,
QM0GDR9C,,TEIL_BWNR,0,
QM0GDR9C,,IBWNR,B115,
QM0GDR9C,,IDENT,QM0GDR9C,
QM0GDR9C,,AMT,533,text
QM0GDR9C,,PRUFJAHR,2016,year
QM0GDR9C,,PRA,E,
QM0GDR9C,,TEXT, ,text
QM0GDR9C,,BILD,\RISS WIDERLAGERBANK ANSICHT 2013.JPG,
QM0GDR9C,,KONT_JN,2,
QM0GDR9C,,NOT_KONST,0,
QM0GDR9C,,KONVERT,0,
QM0GDR9C,,SCHAD_ID,63.0,
QM0GDR9C,,BSP_ID,025-02,
QM0GDR9C,,BAUTLGRUP,390021200000000,
QM0GDR9C,,DETAILKONT,0,
QM0GEQS4,,ID_NR,B115    0,
QM0GEQS4,,BAUTEIL,130011913200000,
QM0GEQS4,,KONTEIL,0,
QM0GEQS4,,ZWGRUPPE,0,
QM0GEQS4,,SCHADEN,130048112000000,
QM0GEQS4,,MENGE_ALL,130052400000000,
QM0GEQS4,,MENGE_DI,130066100000000,
QM0GEQS4,,MENGE_DI_M,     4,
QM0GEQS4,,UEBERBAU,130071000000000,
QM0GEQS4,,FELD,130083700000000,
QM0GEQS4,,LAENGS,0,
QM0GEQS4,,QUER,130101300000000,
QM0GEQS4,,HOCH,130111220000000,
QM0GEQS4,,BEWERT_D,1,
QM0GEQS4,,BEWERT_V,0,
QM0GEQS4,,BEWERT_S,1,
QM0GEQS4,,S_VERAEND,0,
QM0GEQS4,,BEMERK1,0,text
QM0GEQS4,,BEMERK2,0,text
QM0GEQS4,,BEMERK3,0,text
QM0GEQS4,,BEMERK4,0,text
QM0GEQS4,,BEMERK5,0,text
QM0GEQS4,,BEMERK6,0,text
QM0GEQS4,,BWNR,B115,
QM0GEQS4,,TEIL_BWNR,0,
QM0GEQS4,,IBWNR,B115,
QM0GEQS4,,IDENT,QM0GEQS4,
QM0GEQS4,,AMT,533,text
QM0GEQS4,,PRUFJAHR,2016,year
QM0GEQS4,,PRA,E,
QM0GEQS4,,TEXT,"Lager: L 1/1, L 1/3, L 4/1, L 4/3",text
QM0GEQS4,,BILD,\LAGERSOCKEL WDL 2013.JPG,
QM0GEQS4,,KONT_JN,2,
QM0GEQS4,,NOT_KONST,0,
QM0GEQS4,,KONVERT,0,
QM0GEQS4,,SCHAD_ID,70.0,
QM0GEQS4,,BSP_ID,020-99,
QM0GEQS4,,BAUTLGRUP,390021200000000,
QM0GEQS4,,DETAILKONT,0,
4B0W1X5A,,ID_NR,B115    0,
4B0W1X5A,,BAUTEIL,130011000000000,
4B0W1X5A,,KONTEIL,130021800000000,
4B0W1X5A,,ZWGRUPPE,0,
4B0W1X5A,,SCHADEN,130045400000000,
4B0W1X5A,,MENGE_ALL,130052400000000,
4B0W1X5A,,MENGE_DI,0,
4B0W1X5A,,UEBERBAU,130071000000000,
4B0W1X5A,,FELD,0,
4B0W1X5A,,LAENGS,130091200000000,
4B0W1X5A,,QUER,130101200000000,
4B0W1X5A,,HOCH,0,
4B0W1X5A,,BEWERT_D,1,
4B0W1X5A,,BEWERT_V,0,
4B0W1X5A,,BEWERT_S,0,
4B0W1X5A,,S_VERAEND,0,
4B0W1X5A,,BEMERK1,0,text
4B0W1X5A,,BEMERK2,0,text
4B0W1X5A,,BEMERK3,0,text
4B0W1X5A,,BEMERK4,0,text
4B0W1X5A,,BEMERK5,0,text
4B0W1X5A,,BEMERK6,0,text
4B0W1X5A,,BWNR,B115,
4B0W1X5A,,TEIL_BWNR,0,
4B0W1X5A,,IBWNR,B115,
4B0W1X5A,,IDENT,4B0W1X5A,
4B0W1X5A,,AMT,533,text
4B0W1X5A,,PRUFJAHR,2010,year
4B0W1X5A,,PRA,E,
4B0W1X5A,,TEXT,Länge bis 30cm,text
4B0W1X5A,,BILD,\QUERRISSE.JPG,
4B0W1X5A,,KONT_JN,0,
4B0W1X5A,,NOT_KONST,0,
4B0W1X5A,,KONVERT,0,
4B0W1X5A,,SCHAD_ID,101.0,
4B0W1X5A,,BSP_ID,999-99-99,
4B0W1X5A,,BAUTLGRUP,390022180000000,
4B0W1X5A,,DETAILKONT,0,
4B0W1X5B,,ID_NR,B115    0,
4B0W1X5B,,BAUTEIL,130011151000000,
4B0W1X5B,,KONTEIL,130022121112300,
4B0W1X5B,,ZWGRUPPE,0,
4B0W1X5B,,SCHADEN,130041230000000,
4B0W1X5B,,MENGE_ALL,130052400000000,
4B0W1X5B,,MENGE_DI,0,
4B0W1X5B,,UEBERBAU,130071000000000,
4B0W1X5B,,FELD,0,
4B0W1X5B,,LAENGS,0,
4B0W1X5B,,QUER,130101300000000,
4B0W1X5B,,HOCH,0,
4B0W1X5B,,BEWERT_D,1,
4B0W1X5B,,BEWERT_V,0,
4B0W1X5B,,BEWERT_S,1,
4B0W1X5B,,S_VERAEND,0,
4B0W1X5B,,BEMERK1,0,text
4B0W1X5B,,BEMERK2,0,text
4B0W1X5B,,BEMERK3,0,text
4B0W1X5B,,BEMERK4,0,text
4B0W1X5B,,BEMERK5,0,text
4B0W1X5B,,BEMERK6,0,text
4B0W1X5B,,BWNR,B115,
4B0W1X5B,,TEIL_BWNR,0,
4B0W1X5B,,IBWNR,B115,
4B0W1X5B,,IDENT,4B0W1X5B,
4B0W1X5B,,AMT,533,text
4B0W1X5B,,PRUFJAHR,2010,year
4B0W1X5B,,PRA,E,
4B0W1X5B,,TEXT, ,text
4B0W1X5B,,BILD,\OFFENER VERGUSS.JPG,
4B0W1X5B,,KONT_JN,0,
4B0W1X5B,,NOT_KONST,0,
4B0W1X5B,,KONVERT,0,
4B0W1X5B,,SCHAD_ID,102.0,
4B0W1X5B,,BSP_ID,231-99,
4B0W1X5B,,BAUTLGRUP,390022210000000,
4B0W1X5B,,DETAILKONT,0,
QI11HR9I,,ID_NR,B115    0,
QI11HR9I,,BAUTEIL,130011151000000,
QI11HR9I,,KONTEIL,0,
QI11HR9I,,ZWGRUPPE,130031100000000,
QI11HR9I,,SCHADEN,130043344000000,
QI11HR9I,,MENGE_ALL,130053200000000,
QI11HR9I,,MENGE_DI,130066200000000,
QI11HR9I,,MENGE_DI_M,     2,
QI11HR9I,,UEBERBAU,130071000000000,
QI11HR9I,,FELD,0,
QI11HR9I,,LAENGS,0,
QI11HR9I,,QUER,130101100000000,
QI11HR9I,,HOCH,0,
QI11HR9I,,BEWERT_D,1,
QI11HR9I,,BEWERT_V,0,
QI11HR9I,,BEWERT_S,0,
QI11HR9I,,S_VERAEND,0,
QI11HR9I,,BEMERK1,0,text
QI11HR9I,,BEMERK2,0,text
QI11HR9I,,BEMERK3,0,text
QI11HR9I,,BEMERK4,0,text
QI11HR9I,,BEMERK5,0,text
QI11HR9I,,BEMERK6,0,text
QI11HR9I,,BWNR,B115,
QI11HR9I,,TEIL_BWNR,0,
QI11HR9I,,IBWNR,B115,
QI11HR9I,,IDENT,QI11HR9I,
QI11HR9I,,AMT,533,text
QI11HR9I,,PRUFJAHR,2016,year
QI11HR9I,,PRA,E,
QI11HR9I,,TEXT," , Maßnahme {1}",text
QI11HR9I,,BILD,\AUSBRÜCHE -1- 2013.JPG,
QI11HR9I,,KONT_JN,2,
QI11HR9I,,NOT_KONST,0,
QI11HR9I,,KONVERT,0,
QI11HR9I,,SCHAD_ID,33.0,
QI11HR9I,,BSP_ID,002-01,
QI11HR9I,,BAUTLGRUP,390021100000000,
QI11HR9I,,DETAILKONT,0,
ZO120Y1Y,,ID_NR,B115    0,
ZO120Y1Y,,BAUTEIL,130011150000000,
ZO120Y1Y,,KONTEIL,130021833000000,
ZO120Y1Y,,ZWGRUPPE,130031100000000,
ZO120Y1Y,,SCHADEN,130047110000000,
ZO120Y1Y,,MENGE_ALL,130052400000000,
ZO120Y1Y,,MENGE_DI,0,
ZO120Y1Y,,UEBERBAU,130071000000000,
ZO120Y1Y,,FELD,130082100000000,
ZO120Y1Y,,FELD_M,1.0,
ZO120Y1Y,,LAENGS,130093400000000,
ZO120Y1Y,,QUER,130101200000000,
ZO120Y1Y,,HOCH,0,
ZO120Y1Y,,BEWERT_D,2,
ZO120Y1Y,,BEWERT_V,0,
ZO120Y1Y,,BEWERT_S,0,
ZO120Y1Y,,S_VERAEND,0,
ZO120Y1Y,,BEMERK1,0,text
ZO120Y1Y,,BEMERK2,0,text
ZO120Y1Y,,BEMERK3,0,text
ZO120Y1Y,,BEMERK4,0,text
ZO120Y1Y,,BEMERK5,0,text
ZO120Y1Y,,BEMERK6,0,text
ZO120Y1Y,,BWNR,B115,
ZO120Y1Y,,TEIL_BWNR,0,
ZO120Y1Y,,IBWNR,B115,
ZO120Y1Y,,IDENT,ZO120Y1Y,
ZO120Y1Y,,AMT,533,text
ZO120Y1Y,,PRUFJAHR,2013,year
ZO120Y1Y,,PRA,H,
ZO120Y1Y,,TEXT, ,text
ZO120Y1Y,,BILD,\KAPPEN -7- 2013.JPG,
ZO120Y1Y,,KONT_JN,2,
ZO120Y1Y,,NOT_KONST,0,
ZO120Y1Y,,KONVERT,0,
ZO120Y1Y,,SCHAD_ID,38.0,
ZO120Y1Y,,BSP_ID,230-99,
ZO120Y1Y,,BAUTLGRUP,390022180000000,
ZO120Y1Y,,DETAILKONT,0,
4B0W1X5C,,ID_NR,B115    0,
4B0W1X5C,,BAUTEIL,130011151000000,
4B0W1X5C,,KONTEIL,130022121112300,
4B0W1X5C,,ZWGRUPPE,0,
4B0W1X5C,,SCHADEN,130041180000000,
4B0W1X5C,,MENGE_ALL,130053500000000,
4B0W1X5C,,MENGE_DI,0,
4B0W1X5C,,UEBERBAU,130071000000000,
4B0W1X5C,,FELD,0,
4B0W1X5C,,LAENGS,130091300000000,
4B0W1X5C,,QUER,130101100000000,
4B0W1X5C,,HOCH,0,
4B0W1X5C,,BEWERT_D,1,
4B0W1X5C,,BEWERT_V,0,
4B0W1X5C,,BEWERT_S,0,
4B0W1X5C,,S_VERAEND,0,
4B0W1X5C,,BEMERK1,0,text
4B0W1X5C,,BEMERK2,0,text
4B0W1X5C,,BEMERK3,0,text
4B0W1X5C,,BEMERK4,0,text
4B0W1X5C,,BEMERK5,0,text
4B0W1X5C,,BEMERK6,0,text
4B0W1X5C,,BWNR,B115,
4B0W1X5C,,TEIL_BWNR,0,
4B0W1X5C,,IBWNR,B115,
4B0W1X5C,,IDENT,4B0W1X5C,
4B0W1X5C,,AMT,533,text
4B0W1X5C,,PRUFJAHR,2010,year
4B0W1X5C,,PRA,E,
4B0W1X5C,,TEXT, ,text
4B0W1X5C,,BILD,\OFFENE VERFÜLLUNG.JPG,
4B0W1X5C,,KONT_JN,2,
4B0W1X5C,,NOT_KONST,0,
4B0W1X5C,,KONVERT,0,
4B0W1X5C,,SCHAD_ID,72.0,
4B0W1X5C,,BSP_ID,231-99,
4B0W1X5C,,BAUTLGRUP,390022210000000,
4B0W1X5C,,DETAILKONT,0,
MB0P0NEM,,ID_NR,B115    0,
MB0P0NEM,,LFDNR,21.0,
MB0P0NEM,,BAUTEIL,130011910000000,
MB0P0NEM,,KONTEIL,130021528210000,
MB0P0NEM,,ZWGRUPPE,0,
MB0P0NEM,,SCHADEN,130045120000000,
MB0P0NEM,,MENGE_ALL,130052400000000,
MB0P0NEM,,MENGE_DI,130066100000000,
MB0P0NEM,,MENGE_DI_M,     4,
MB0P0NEM,,UEBERBAU,130071000000000,
MB0P0NEM,,FELD,130083700000000,
MB0P0NEM,,LAENGS,0,
MB0P0NEM,,QUER,130101300000000,
MB0P0NEM,,HOCH,130111220000000,
MB0P0NEM,,BEWERT_D,2,
MB0P0NEM,,BEWERT_V,0,
MB0P0NEM,,BEWERT_S,0,
MB0P0NEM,,S_VERAEND,0,
MB0P0NEM,,BEMERK1,0,text
MB0P0NEM,,BEMERK2,0,text
MB0P0NEM,,BEMERK3,0,text
MB0P0NEM,,BEMERK4,0,text
MB0P0NEM,,BEMERK5,0,text
MB0P0NEM,,BEMERK6,0,text
MB0P0NEM,,BWNR,B115,
MB0P0NEM,,TEIL_BWNR,0,
MB0P0NEM,,IBWNR,B115,
MB0P0NEM,,IDENT,MB0P0NEM,
MB0P0NEM,,AMT,533,text
MB0P0NEM,,PRUFJAHR,2019,year
MB0P0NEM,,PRA,H,
MB0P0NEM,,TEXT," , Maßnahme {2}",text
MB0P0NEM,,BILD,\ELASTOMERLAGER RISSIG.JPG,
MB0P0NEM,,KONT_JN,2,
MB0P0NEM,,NOT_KONST,0,
MB0P0NEM,,KONVERT,0,
MB0P0NEM,,SCHAD_ID,68.0,
MB0P0NEM,,BSP_ID,213-03,
MB0P0NEM,,BAUTLGRUP,390022150000000,
MB0P0NEM,,DETAILKONT,0,
MB0P1KH1,,ID_NR,B115    0,
MB0P1KH1,,LFDNR,22.0,
MB0P1KH1,,BAUTEIL,130011910000000,
MB0P1KH1,,KONTEIL,130021527220000,
MB0P1KH1,,ZWGRUPPE,130031300000000,
MB0P1KH1,,SCHADEN,130044213000000,
MB0P1KH1,,MENGE_ALL,130053200000000,
MB0P1KH1,,MENGE_DI,130066100000000,
MB0P1KH1,,MENGE_DI_M,     2,
MB0P1KH1,,UEBERBAU,130071000000000,
MB0P1KH1,,FELD,0,
MB0P1KH1,,LAENGS,130091400000000,
MB0P1KH1,,QUER,130101600000000,
MB0P1KH1,,HOCH,0,
MB0P1KH1,,BEWERT_D,1,
MB0P1KH1,,BEWERT_V,0,
MB0P1KH1,,BEWERT_S,0,
MB0P1KH1,,S_VERAEND,0,
MB0P1KH1,,BEMERK1,0,text
MB0P1KH1,,BEMERK2,0,text
MB0P1KH1,,BEMERK3,0,text
MB0P1KH1,,BEMERK4,0,text
MB0P1KH1,,BEMERK5,0,text
MB0P1KH1,,BEMERK6,0,text
MB0P1KH1,,BWNR,B115,
MB0P1KH1,,TEIL_BWNR,0,
MB0P1KH1,,IBWNR,B115,
MB0P1KH1,,IDENT,MB0P1KH1,
MB0P1KH1,,AMT,533,text
MB0P1KH1,,PRUFJAHR,2019,year
MB0P1KH1,,PRA,H,
MB0P1KH1,,TEXT," , Maßnahme {2}",text
MB0P1KH1,,BILD,\LAGERPLATTEN OBEN ANGEROSTET.JPG,
MB0P1KH1,,KONT_JN,2,
MB0P1KH1,,NOT_KONST,0,
MB0P1KH1,,KONVERT,0,
MB0P1KH1,,SCHAD_ID,69.0,
MB0P1KH1,,BSP_ID,214-08,
MB0P1KH1,,BAUTLGRUP,390022150000000,
MB0P1KH1,,DETAILKONT,0,
MB0ONB7I,,ID_NR,B115    0,
MB0ONB7I,,LFDNR,15.0,
MB0ONB7I,,BAUTEIL,130011912200000,
MB0ONB7I,,KONTEIL,0,
MB0ONB7I,,ZWGRUPPE,130031100000000,
MB0ONB7I,,SCHADEN,130043321000000,
MB0ONB7I,,MENGE_ALL,130051800000000,
MB0ONB7I,,MENGE_DI,0,
MB0ONB7I,,UEBERBAU,130071000000000,
MB0ONB7I,,FELD,0,
MB0ONB7I,,LAENGS,130091400000000,
MB0ONB7I,,QUER,0,
MB0ONB7I,,HOCH,0,
MB0ONB7I,,BEWERT_D,1,
MB0ONB7I,,BEWERT_V,0,
MB0ONB7I,,BEWERT_S,0,
MB0ONB7I,,S_VERAEND,0,
MB0ONB7I,,BEMERK1,0,text
MB0ONB7I,,BEMERK2,0,text
MB0ONB7I,,BEMERK3,0,text
MB0ONB7I,,BEMERK4,0,text
MB0ONB7I,,BEMERK5,0,text
MB0ONB7I,,BEMERK6,0,text
MB0ONB7I,,BWNR,B115,
MB0ONB7I,,TEIL_BWNR,0,
MB0ONB7I,,IBWNR,B115,
MB0ONB7I,,IDENT,MB0ONB7I,
MB0ONB7I,,AMT,533,text
MB0ONB7I,,PRUFJAHR,2019,year
MB0ONB7I,,PRA,H,
MB0ONB7I,,TEXT, ,text
MB0ONB7I,,BILD,\GROBKORNSTELLEN AN DER HINTEREN KAMMERWAND.JPG,
MB0ONB7I,,KONT_JN,2,
MB0ONB7I,,NOT_KONST,0,
MB0ONB7I,,KONVERT,0,
MB0ONB7I,,SCHAD_ID,56.0,
MB0ONB7I,,BSP_ID,021-07,
MB0ONB7I,,BAUTLGRUP,390021200000000,
MB0ONB7I,,DETAILKONT,0,
MB0OOMC0,,ID_NR,B115    0,
MB0OOMC0,,LFDNR,16.0,
MB0OOMC0,,BAUTEIL,130011912200000,
MB0OOMC0,,KONTEIL,0,
MB0OOMC0,,ZWGRUPPE,130031100000000,
MB0OOMC0,,SCHADEN,130046120000000,
MB0OOMC0,,MENGE_ALL,130052600000000,
MB0OOMC0,,MENGE_DI,0,
MB0OOMC0,,UEBERBAU,130071000000000,
MB0OOMC0,,FELD,0,
MB0OOMC0,,LAENGS,130091100000000,
MB0OOMC0,,QUER,130101200000000,
MB0OOMC0,,HOCH,130113000000000,
MB0OOMC0,,BEWERT_D,2,
MB0OOMC0,,BEWERT_V,0,
MB0OOMC0,,BEWERT_S,0,
MB0OOMC0,,S_VERAEND,0,
MB0OOMC0,,BEMERK1,0,text
MB0OOMC0,,BEMERK2,0,text
MB0OOMC0,,BEMERK3,0,text
MB0OOMC0,,BEMERK4,0,text
MB0OOMC0,,BEMERK5,0,text
MB0OOMC0,,BEMERK6,0,text
MB0OOMC0,,BWNR,B115,
MB0OOMC0,,TEIL_BWNR,0,
MB0OOMC0,,IBWNR,B115,
MB0OOMC0,,IDENT,MB0OOMC0,
MB0OOMC0,,AMT,533,text
MB0OOMC0,,PRUFJAHR,2019,year
MB0OOMC0,,PRA,H,
MB0OOMC0,,TEXT,Prüfung 2019H: Bereich dunkel verfärbt ,text
MB0OOMC0,,BILD,\BLICK AUF KAMMERWAND VORN.JPG,
MB0OOMC0,,KONT_JN,2,
MB0OOMC0,,NOT_KONST,0,
MB0OOMC0,,KONVERT,0,
MB0OOMC0,,SCHAD_ID,124.0,
MB0OOMC0,,BSP_ID,021-05,
MB0OOMC0,,BAUTLGRUP,390021200000000,
MB0OOMC0,,DETAILKONT,0,
XK0RDV3D,,ID_NR,B115    0,
XK0RDV3D,,BAUTEIL,130011151000000,
XK0RDV3D,,KONTEIL,130022121113000,
XK0RDV3D,,ZWGRUPPE,0,
XK0RDV3D,,SCHADEN,130048210000000,
XK0RDV3D,,MENGE_ALL,130051500000000,
XK0RDV3D,,MENGE_DI,0,
XK0RDV3D,,UEBERBAU,130071000000000,
XK0RDV3D,,FELD,0,
XK0RDV3D,,LAENGS,0,
XK0RDV3D,,QUER,130101300000000,
XK0RDV3D,,HOCH,0,
XK0RDV3D,,BEWERT_D,0,
XK0RDV3D,,BEWERT_V,1,
XK0RDV3D,,BEWERT_S,0,
XK0RDV3D,,S_VERAEND,0,
XK0RDV3D,,BEMERK1,0,text
XK0RDV3D,,BEMERK2,0,text
XK0RDV3D,,BEMERK3,0,text
XK0RDV3D,,BEMERK4,0,text
XK0RDV3D,,BEMERK5,0,text
XK0RDV3D,,BEMERK6,0,text
XK0RDV3D,,BWNR,B115,
XK0RDV3D,,TEIL_BWNR,0,
XK0RDV3D,,IBWNR,B115,
XK0RDV3D,,IDENT,XK0RDV3D,
XK0RDV3D,,AMT,533,text
XK0RDV3D,,PRUFJAHR,2013,year
XK0RDV3D,,PRA,H,
XK0RDV3D,,TEXT,"b=13,5cm",text
XK0RDV3D,,BILD,\FÜLLSTABABSTAND 2013.JPG,
XK0RDV3D,,KONT_JN,2,
XK0RDV3D,,NOT_KONST,0,
XK0RDV3D,,KONVERT,0,
XK0RDV3D,,SCHAD_ID,20.0,
XK0RDV3D,,BSP_ID,231-12,
XK0RDV3D,,BAUTLGRUP,390022210000000,
XK0RDV3D,,DETAILKONT,0,
QM0GW0G4,,ID_NR,B115    0,
QM0GW0G4,,BAUTEIL,130011920000000,
QM0GW0G4,,KONTEIL,130021528210000,
QM0GW0G4,,ZWGRUPPE,0,
QM0GW0G4,,SCHADEN,130045120000000,
QM0GW0G4,,MENGE_ALL,130051400000000,
QM0GW0G4,,MENGE_DI,130066100000000,
QM0GW0G4,,MENGE_DI_M,     6,
QM0GW0G4,,UEBERBAU,130071000000000,
QM0GW0G4,,FELD,0,
QM0GW0G4,,LAENGS,0,
QM0GW0G4,,QUER,0,
QM0GW0G4,,HOCH,0,
QM0GW0G4,,BEWERT_D,2,
QM0GW0G4,,BEWERT_V,0,
QM0GW0G4,,BEWERT_S,1,
QM0GW0G4,,S_VERAEND,0,
QM0GW0G4,,BEMERK1,0,text
QM0GW0G4,,BEMERK2,0,text
QM0GW0G4,,BEMERK3,0,text
QM0GW0G4,,BEMERK4,0,text
QM0GW0G4,,BEMERK5,0,text
QM0GW0G4,,BEMERK6,0,text
QM0GW0G4,,BWNR,B115,
QM0GW0G4,,TEIL_BWNR,0,
QM0GW0G4,,IBWNR,B115,
QM0GW0G4,,IDENT,QM0GW0G4,
QM0GW0G4,,AMT,533,text
QM0GW0G4,,PRUFJAHR,2016,year
QM0GW0G4,,PRA,E,
QM0GW0G4,,TEXT,"auf den Pfeilern.
Nicht geprüft bei EP 2016, Maßnahme {2}",text
QM0GW0G4,,BILD,\LAGER -1- 2013.JPG,
QM0GW0G4,,KONT_JN,2,
QM0GW0G4,,NOT_KONST,0,
QM0GW0G4,,KONVERT,0,
QM0GW0G4,,SCHAD_ID,41.0,
QM0GW0G4,,BSP_ID,213-02,
QM0GW0G4,,BAUTLGRUP,390022150000000,
QM0GW0G4,,DETAILKONT,0,
ZO12DARH,,ID_NR,B115    0,
ZO12DARH,,BAUTEIL,130011913200000,
ZO12DARH,,KONTEIL,0,
ZO12DARH,,ZWGRUPPE,0,
ZO12DARH,,SCHADEN,130048112000000,
ZO12DARH,,MENGE_ALL,130052400000000,
ZO12DARH,,MENGE_DI,130066100000000,
ZO12DARH,,MENGE_DI_M,     4,
ZO12DARH,,UEBERBAU,130071000000000,
ZO12DARH,,FELD,130083700000000,
ZO12DARH,,LAENGS,0,
ZO12DARH,,QUER,130101300000000,
ZO12DARH,,HOCH,130111220000000,
ZO12DARH,,BEWERT_D,1,
ZO12DARH,,BEWERT_V,0,
ZO12DARH,,BEWERT_S,1,
ZO12DARH,,S_VERAEND,0,
ZO12DARH,,BEMERK1,0,text
ZO12DARH,,BEMERK2,0,text
ZO12DARH,,BEMERK3,0,text
ZO12DARH,,BEMERK4,0,text
ZO12DARH,,BEMERK5,0,text
ZO12DARH,,BEMERK6,0,text
ZO12DARH,,BWNR,B115,
ZO12DARH,,TEIL_BWNR,0,
ZO12DARH,,IBWNR,B115,
ZO12DARH,,IDENT,ZO12DARH,
ZO12DARH,,AMT,533,text
ZO12DARH,,PRUFJAHR,2013,year
ZO12DARH,,PRA,H,
ZO12DARH,,TEXT,"Lager: L 1/1, L 1/3, L 4/1, L 4/3",text
ZO12DARH,,BILD,\LAGERSOCKEL WDL 2013.JPG,
ZO12DARH,,KONT_JN,2,
ZO12DARH,,NOT_KONST,0,
ZO12DARH,,KONVERT,0,
ZO12DARH,,SCHAD_ID,70.0,
ZO12DARH,,BSP_ID,020-99,
ZO12DARH,,BAUTLGRUP,390021200000000,
ZO12DARH,,DETAILKONT,0,
ZO11ME72,,ID_NR,B115    0,
ZO11ME72,,BAUTEIL,130011151400000,
ZO11ME72,,KONTEIL,0,
ZO11ME72,,ZWGRUPPE,130031100000000,
ZO11ME72,,SCHADEN,130046120000000,
ZO11ME72,,MENGE_ALL,130053500000000,
ZO11ME72,,MENGE_DI,0,
ZO11ME72,,UEBERBAU,130071000000000,
ZO11ME72,,FELD,0,
ZO11ME72,,LAENGS,130091300000000,
ZO11ME72,,QUER,130101200000000,
ZO11ME72,,HOCH,0,
ZO11ME72,,BEWERT_D,2,
ZO11ME72,,BEWERT_V,0,
ZO11ME72,,BEWERT_S,0,
ZO11ME72,,S_VERAEND,0,
ZO11ME72,,BEMERK1,0,text
ZO11ME72,,BEMERK2,0,text
ZO11ME72,,BEMERK3,0,text
ZO11ME72,,BEMERK4,0,text
ZO11ME72,,BEMERK5,0,text
ZO11ME72,,BEMERK6,0,text
ZO11ME72,,BWNR,B115,
ZO11ME72,,TEIL_BWNR,0,
ZO11ME72,,IBWNR,B115,
ZO11ME72,,IDENT,ZO11ME72,
ZO11ME72,,AMT,533,text
ZO11ME72,,PRUFJAHR,2013,year
ZO11ME72,,PRA,H,
ZO11ME72,,TEXT, ,text
ZO11ME72,,BILD,\DURCHFEUCHTUNG 2013.JPG,
ZO11ME72,,KONT_JN,2,
ZO11ME72,,NOT_KONST,0,
ZO11ME72,,KONVERT,0,
ZO11ME72,,SCHAD_ID,120.0,
ZO11ME72,,BSP_ID,002-99,
ZO11ME72,,BAUTLGRUP,390021100000000,
ZO11ME72,,DETAILKONT,0,
QM0GZSFP,,ID_NR,B115    0,
QM0GZSFP,,BAUTEIL,130011910000000,
QM0GZSFP,,KONTEIL,130021528210000,
QM0GZSFP,,ZWGRUPPE,0,
